"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"한강초교 앞",1,,서울특별시 용산구 한강로동 65-5,37.52484300,126.96523300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5440",1,,서울특별시 용산구 한강로동 65-157,37.52494700,126.96490300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5441",1,,서울특별시 용산구 한강로동 65-159,37.52484100,126.96503400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5442",1,,서울특별시 용산구 한강로동 65-165,37.52462700,126.96484000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5443",1,,서울특별시 용산구 한강로동 65-167,37.52454600,126.96497500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5444",1,,서울특별시 용산구 한강로동 65-173,37.52443200,126.96464600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5445",1,,서울특별시 용산구 한강로동 65-174,37.52433700,126.96478400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5446",1,,서울특별시 용산구 한강로동 65-179,37.52425300,126.96490800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5447",1,,서울특별시 용산구 한강로동 65-190,37.52422400,126.96433900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5448",1,,서울특별시 용산구 한강로동 65-220,37.52404900,126.96460000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5449",1,,서울특별시 용산구 한강로동 65-339,37.52409500,126.96420600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5450",1,,서울특별시 용산구 한강로동 65-325,37.52408600,126.96398000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5451",1,,서울특별시 용산구 한강로동 65-195,37.52385500,126.96435300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5452",1,,서울특별시 용산구 한강로동 65-449,37.52447400,126.96542800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5453",1,,서울특별시 용산구 한강로동 65-450,37.52437400,126.96533800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5454",1,,서울특별시 용산구 한강로동 65-171,37.52426600,126.96513600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5455",1,,서울특별시 용산구 한강로동 65-180,37.52415800,126.96511100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5456",1,,서울특별시 용산구 한강로동 65-188,37.52402000,126.96490300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5457",1,,서울특별시 용산구 한강로동 65-191,37.52378800,126.96476600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"쌍용APT담",1,,서울특별시 용산구 한강로동 89,37.52362600,126.96449400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"쌍용APT담",1,,서울특별시 용산구 한강로동 89,37.52351600,126.96440400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"쌍용APT담",1,,서울특별시 용산구 한강로동 89,37.52338500,126.96427700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"쌍용APT담",1,,서울특별시 용산구 한강로동 89,37.52324800,126.96414500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"쌍용APT담",1,,서울특별시 용산구 한강로동 89,37.52314800,126.96404600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5458",1,,서울특별시 용산구 한강로동 65-55,37.52300700,126.96390400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5459",1,,서울특별시 용산구 한강로동 65-108,37.52308300,126.96376600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5460",1,,서울특별시 용산구 한강로동 65-114,37.52315200,126.96361700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5461",1,,서울특별시 용산구 한강로동 65-94,37.52291100,126.96385000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5462",1,,서울특별시 용산구 한강로동 65-107,37.52279200,126.96372700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5463",1,,서울특별시 용산구 한강로동 65-125,37.52284500,126.96353300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5464",1,,서울특별시 용산구 한강로동 65-112,37.52293000,126.96346900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5465",1,,서울특별시 용산구 한강로동 65-116,37.52297100,126.96338100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"점멸기파손",1,,서울특별시 용산구 한강로동 65-124,37.52266900,126.96367100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5466",1,,서울특별시 용산구 한강로동 65-152,37.52253100,126.96349300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5467",1,,서울특별시 용산구 한강로동 65-148,37.52259400,126.96336600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5468",1,,서울특별시 용산구 한강로동 65-144,37.52263600,126.96327900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5469",1,,서울특별시 용산구 한강로동 65-139,37.52275300,126.96313800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5470",1,,서울특별시 용산구 한강로동 65-144,37.52271000,126.96313200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5471",1,,서울특별시 용산구 한강로동 65-145,37.52257700,126.96302300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5472",1,,서울특별시 용산구 한강로동 65-153,37.52236500,126.96337100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5473",1,,서울특별시 용산구 한강로동 65-149,37.52239300,126.96321600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5474",1,,서울특별시 용산구 한강로동 65-98,37.52256200,126.96403000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5475",1,,서울특별시 용산구 한강로동 65-77,37.52242000,126.96390600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5476",1,,서울특별시 용산구 한강로동 65-73,37.52250200,126.96421000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5477",1,,서울특별시 용산구 한강로동 65-100,37.52239300,126.96432500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5478",1,,서울특별시 용산구 한강로동 65-80,37.52221100,126.96415600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5479",1,,서울특별시 용산구 한강로동 65-63,37.52258400,126.96456600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5480",1,,서울특별시 용산구 한강로동 65-62,37.52249800,126.96470700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5481",1,,서울특별시 용산구 한강로동 65-21,37.52239700,126.96490100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5482",1,,서울특별시 용산구 한강로동 65-66,37.52230500,126.96478000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5483",1,,서울특별시 용산구 한강로동 65-216,37.52216800,126.96471300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5484",1,,서울특별시 용산구 한강로동 65-215,37.52217000,126.96458700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5485",1,,서울특별시 용산구 한강로동 65-202,37.52216700,126.96505700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5486",1,,서울특별시 용산구 한강로동 65-433,37.52233700,126.96500800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5487",1,,서울특별시 용산구 한강로동 65-45,37.52226600,126.96518000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5488",1,,서울특별시 용산구 한강로동 65-435,37.52269900,126.96443900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5489",1,,서울특별시 용산구 한강로동 65-14,37.52280900,126.96426100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5490",1,,서울특별시 용산구 한강로동 65-366,37.52289900,126.96406000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-54,37.52315900,126.96421800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-14,37.52299700,126.96448200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-17,37.52289600,126.96463500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-18,37.52280400,126.96476300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-19,37.52272500,126.96488900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-20,37.52265100,126.96500600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-447,37.52253600,126.96510300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-48,37.52247200,126.96529200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-40,37.52231700,126.96551700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-39,37.52235900,126.96568700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-37,37.52236900,126.96589200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-34,37.52239500,126.96609400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-31,37.52242700,126.96630800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"군부대 담장",1,,서울특별시 용산구 한강로동 65-26,37.52244700,126.96645900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5491",1,,서울특별시 용산구 한강로동 81-15,37.52315700,126.96166000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"청소대기실앞",1,,서울특별시 용산구 한강로동 40-539,37.52320300,126.96121700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"용산파크내셔널앞",1,,서울특별시 용산구 한강로동 40-407,37.52351100,126.96076500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"용산파크내셔널내",1,,서울특별시 용산구 한강로동 40-110,37.52367900,126.96060400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"용산파크내셔널내",1,,서울특별시 용산구 한강로동 40-110,37.52385900,126.96049000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"용산파크내셔널내",1,,서울특별시 용산구 한강로동 40-110,37.52336600,126.96071500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"계단중간",1,,서울특별시 용산구 한강로동 40-880,37.52352300,126.96018700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"화단옆",1,,서울특별시 용산구 한강로동 40-882,37.52347000,126.96031300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5492",1,,서울특별시 용산구 한강로동 40-881,37.52371200,126.96021400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5493",1,,서울특별시 용산구 한강로동 40-880,37.52380900,126.96005500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5494",1,,서울특별시 용산구 한강로동 40-878,37.52395100,126.95999500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5495",1,,서울특별시 용산구 한강로동 40-892,37.52411700,126.95983900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5496",1,,서울특별시 용산구 한강로동 40-877,37.52426700,126.95970300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"빗물펌프장",1,,서울특별시 용산구 한강로동 40-987,37.52429200,126.95937200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5497",1,,서울특별시 용산구 한강로동 40-69,37.52442700,126.95924300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5498",1,,서울특별시 용산구 한강로동 40-70,37.52437200,126.95911900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5499",1,,서울특별시 용산구 한강로동 40-596,37.52449300,126.95922100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5500",1,,서울특별시 용산구 한강로동 40-68,37.52454600,126.95916300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5501",1,,서울특별시 용산구 한강로동 40-68,37.52460600,126.95924800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5502",1,,서울특별시 용산구 한강로동 40-884,37.52465700,126.95931800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5503",1,,서울특별시 용산구 한강로동 40-62,37.52474900,126.95945900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5504",1,,서울특별시 용산구 한강로동 40-987,37.52414200,126.95913400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5505",1,,서울특별시 용산구 한강로동 40-69,37.52423100,126.95889800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5506",1,,서울특별시 용산구 한강로동 40-55,37.52448900,126.95855500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5507",1,,서울특별시 용산구 한강로동 40-626,37.52462600,126.95880000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5508",1,,서울특별시 용산구 한강로동 40-756,37.52441000,126.95887400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5509",1,,서울특별시 용산구 한강로동 40-761,37.52465500,126.95901900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5510",1,,서울특별시 용산구 한강로동 40-760,37.52483400,126.95910100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5511",1,,서울특별시 용산구 한강로동 40-60,37.52455400,126.95841000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5512",1,,서울특별시 용산구 한강로동 40-61,37.52463500,126.95829100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5513",1,,서울특별시 용산구 한강로동 40-90,37.52446900,126.95967300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5514",1,,서울특별시 용산구 한강로동 40-620,37.52440100,126.95998300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5515",1,,서울특별시 용산구 한강로동 40-389,37.52431800,126.96018000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5516",1,,서울특별시 용산구 한강로동 40-104,37.52419600,126.96032300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5517",1,,서울특별시 용산구 한강로동 40-393,37.52408300,126.96044200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5518",1,,서울특별시 용산구 한강로동 40-397,37.52394800,126.96052500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5519",1,,서울특별시 용산구 한강로동 40-390,37.52424100,126.96041500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5520",1,,서울특별시 용산구 한강로동 40-396,37.52406300,126.96065200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5521",1,,서울특별시 용산구 한강로동 40-107,37.52394800,126.96074200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5522",1,,서울특별시 용산구 한강로동 40-555,37.52384100,126.96083400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5523",1,,서울특별시 용산구 한강로동 40-408,37.52355700,126.96100700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5524",1,,서울특별시 용산구 한강로동 40-747,37.52402400,126.96089800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5525",1,,서울특별시 용산구 한강로동 40-390,37.52435200,126.96058200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5526",1,,서울특별시 용산구 한강로동 40-103,37.52444100,126.96045300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5527",1,,서울특별시 용산구 한강로동 40-241,37.52461100,126.96015400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5528",1,,서울특별시 용산구 한강로동 40-240,37.52457400,126.95998300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5529",1,,서울특별시 용산구 한강로동 40-239,37.52467400,126.96000600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5530",1,,서울특별시 용산구 한강로동 40-735,37.52475300,126.96009400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5531",1,,서울특별시 용산구 한강로동 40-36,37.52481000,126.95995400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"우림필유",1,,서울특별시 용산구 한강로동 91,37.52487100,126.95975100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5532",1,,서울특별시 용산구 한강로동 40-790,37.52493800,126.95990900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5533",1,,서울특별시 용산구 한강로동 40-719,37.52507200,126.96001600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5534",1,,서울특별시 용산구 한강로동 40-780,37.52520800,126.96016900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5535",1,,서울특별시 용산구 한강로동 40-813,37.52535700,126.96030100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"철길옆",1,,서울특별시 용산구 한강로동 40-1019,37.52472500,126.96025300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"주차장",1,,서울특별시 용산구 한강로동 40-48,37.52461900,126.96037900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"철길",1,,서울특별시 용산구 한강로동 40-565,37.52448100,126.96059800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"철길",1,,서울특별시 용산구 한강로동 40-565,37.52434100,126.96075600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5536",1,,서울특별시 용산구 한강로동 40-844,37.52481500,126.96040000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5537",1,,서울특별시 용산구 한강로동 40-35,37.52493300,126.96021500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5538",1,,서울특별시 용산구 한강로동 40-559,37.52502600,126.96040200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5539",1,,서울특별시 용산구 한강로동 40-29,37.52513200,126.96044000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5540",1,,서울특별시 용산구 한강로동 40-823,37.52524700,126.96063600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5541",1,,서울특별시 용산구 한강로동 40-44,37.52510200,126.96067300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5542",1,,서울특별시 용산구 한강로동 40-46,37.52494300,126.96059300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5543",1,,서울특별시 용산구 한강로동 40-866,37.52490800,126.96072400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5544",1,,서울특별시 용산구 한강로동 40-866,37.52483200,126.96075300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5545",1,,서울특별시 용산구 한강로동 40-47,37.52459500,126.96080200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5546",1,,서울특별시 용산구 한강로동 40-228,37.52507300,126.96081400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5547",1,,서울특별시 용산구 한강로동 40-232,37.52485300,126.96085200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5548",1,,서울특별시 용산구 한강로동 40-236,37.52464700,126.96101400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5549",1,,서울특별시 용산구 한강로동 40-251,37.52445400,126.96096700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5550",1,,서울특별시 용산구 한강로동 40-322,37.52442300,126.96118100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5551",1,,서울특별시 용산구 한강로동 40-365,37.52434800,126.96139400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5552",1,,서울특별시 용산구 한강로동 40-362,37.52443500,126.96147500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5553",1,,서울특별시 용산구 한강로동 40-22,37.52456800,126.96154200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5554",1,,서울특별시 용산구 한강로동 40-925,37.52481600,126.96116900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5555",1,,서울특별시 용산구 한강로동 40-357,37.52460800,126.96132700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5556",1,,서울특별시 용산구 한강로동 40-355,37.52465800,126.96163100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5557",1,,서울특별시 용산구 한강로동 40-356,37.52453600,126.96187200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5558",1,,서울특별시 용산구 한강로동 40-342,37.52435000,126.96181100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5559",1,,서울특별시 용산구 한강로동 40-360,37.52431800,126.96167300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5560",1,,서울특별시 용산구 한강로동 40-346,37.52422200,126.96169300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5561",1,,서울특별시 용산구 한강로동 40-367,37.52411300,126.96148200,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"경로당앞",1,,서울특별시 용산구 한강로동 40-352,37.52399500,126.96143500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"경로당내",1,,서울특별시 용산구 한강로동 40-1007,37.52408100,126.96126100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5562",1,,서울특별시 용산구 한강로동 40-339,37.52431600,126.96222800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5563",1,,서울특별시 용산구 한강로동 40-345,37.52404500,126.96196500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5564",1,,서울특별시 용산구 한강로동 40-349,37.52387100,126.96192600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5565",1,,서울특별시 용산구 한강로동 40-253,37.52382200,126.96175700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5566",1,,서울특별시 용산구 한강로동 40-768,37.52362800,126.96169600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5567",1,,서울특별시 용산구 한강로동 40-768,37.52348800,126.96148300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5568",1,,서울특별시 용산구 한강로동 40-260,37.52332800,126.96161400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5569",1,,서울특별시 용산구 한강로동 40-266,37.52313800,126.96182900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5570",1,,서울특별시 용산구 한강로동 40-259,37.52348800,126.96184400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5571",1,,서울특별시 용산구 한강로동 40-603,37.52438200,126.96271100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5572",1,,서울특별시 용산구 한강로동 40-605,37.52428600,126.96249400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5573",1,,서울특별시 용산구 한강로동 40-323,37.52434900,126.96238600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5574",1,,서울특별시 용산구 한강로동 40-611,37.52448300,126.96251300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5575",1,,서울특별시 용산구 한강로동 40-651,37.52497600,126.96281100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5576",1,,서울특별시 용산구 한강로동 40-643,37.52479800,126.96265100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5577",1,,서울특별시 용산구 한강로동 40-648,37.52464800,126.96250300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5578",1,,서울특별시 용산구 한강로동 40-648,37.52447000,126.96217900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5579",1,,서울특별시 용산구 한강로동 40-307,37.52522400,126.96247900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5580",1,,서울특별시 용산구 한강로동 40-309,37.52501200,126.96228700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5581",1,,서울특별시 용산구 한강로동 40-315,37.52487900,126.96216800,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5582",1,,서울특별시 용산구 한강로동 40-318,37.52468700,126.96198000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5583",1,,서울특별시 용산구 한강로동 40-225,37.52487900,126.96179600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5584",1,,서울특별시 용산구 한강로동 40-221,37.52508000,126.96197700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5585",1,,서울특별시 용산구 한강로동 40-220,37.52527600,126.96215700,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5586",1,,서울특별시 용산구 한강로동 40-869,37.52541700,126.96227500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"장미연립담",1,,서울특별시 용산구 한강로동 40-302,37.52476000,126.96147000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5587",1,,서울특별시 용산구 한강로동 40-372,37.52488100,126.96124500,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5588",1,,서울특별시 용산구 한강로동 40-292,37.52496200,126.96133400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5589",1,,서울특별시 용산구 한강로동 40-301,37.52503300,126.96155400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5590",1,,서울특별시 용산구 한강로동 40-296,37.52527300,126.96176000,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5591",1,,서울특별시 용산구 한강로동 40-206,37.52551700,126.96194300,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5592",1,,서울특별시 용산구 한강로동 40-205,37.52567500,126.96177400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5593",1,,서울특별시 용산구 한강로동 40-208,37.52556300,126.96163100,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5594",1,,서울특별시 용산구 한강로동 40-213,37.52544200,126.96151900,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5595",1,,서울특별시 용산구 한강로동 40-286,37.52523700,126.96132600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5596",1,,서울특별시 용산구 한강로동 40-289,37.52515200,126.96130600,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
"보안등5597",1,,서울특별시 용산구 한강로동 40-371,37.52504900,126.96116400,2012,,02-2199-7880,서울특별시 용산구청,2021-09-27
